  arc_length_s     gamma_x(s)       gamma_y(s)       gamma_z(s)
  4.060000e+00    3.950188e+00    0.000000e+00    1.308971e+00
  4.080000e+00    3.968562e+00    0.000000e+00    1.316870e+00
  4.100000e+00    3.986921e+00    0.000000e+00    1.324805e+00
  4.120000e+00    4.005263e+00    0.000000e+00    1.332778e+00
  4.140000e+00    4.023590e+00    0.000000e+00    1.340786e+00
  4.160000e+00    4.041900e+00    0.000000e+00    1.348832e+00
  4.180000e+00    4.060194e+00    0.000000e+00    1.356914e+00
  4.200000e+00    4.078472e+00    0.000000e+00    1.365033e+00
  4.220000e+00    4.096734e+00    0.000000e+00    1.373188e+00
  4.240000e+00    4.114979e+00    0.000000e+00    1.381380e+00
  4.260000e+00    4.133209e+00    0.000000e+00    1.389608e+00
  4.280000e+00    4.151421e+00    0.000000e+00    1.397872e+00
  4.300000e+00    4.169617e+00    0.000000e+00    1.406173e+00
  4.320000e+00    4.187796e+00    0.000000e+00    1.414511e+00
  4.340000e+00    4.205959e+00    0.000000e+00    1.422885e+00
  4.360000e+00    4.224105e+00    0.000000e+00    1.431295e+00
  4.380000e+00    4.242234e+00    0.000000e+00    1.439741e+00
  4.400000e+00    4.260346e+00    0.000000e+00    1.448224e+00
  4.420000e+00    4.278441e+00    0.000000e+00    1.456742e+00
  4.440000e+00    4.296519e+00    0.000000e+00    1.465297e+00
  4.460000e+00    4.314580e+00    0.000000e+00    1.473889e+00
  4.480000e+00    4.332623e+00    0.000000e+00    1.482516e+00
  4.500000e+00    4.350649e+00    0.000000e+00    1.491179e+00
  4.520000e+00    4.368658e+00    0.000000e+00    1.499878e+00
  4.540000e+00    4.386650e+00    0.000000e+00    1.508614e+00
  4.560000e+00    4.404624e+00    0.000000e+00    1.517385e+00
  4.580000e+00    4.422580e+00    0.000000e+00    1.526192e+00
  4.600000e+00    4.440519e+00    0.000000e+00    1.535035e+00
  4.620000e+00    4.458440e+00    0.000000e+00    1.543914e+00
  4.640000e+00    4.476343e+00    0.000000e+00    1.552829e+00
  4.660000e+00    4.494229e+00    0.000000e+00    1.561780e+00
  4.680000e+00    4.512096e+00    0.000000e+00    1.570766e+00
  4.700000e+00    4.529946e+00    0.000000e+00    1.579788e+00
  4.720000e+00    4.547777e+00    0.000000e+00    1.588846e+00
  4.740000e+00    4.565590e+00    0.000000e+00    1.597939e+00
  4.760000e+00    4.583385e+00    0.000000e+00    1.607068e+00
  4.780000e+00    4.601162e+00    0.000000e+00    1.616233e+00
  4.800000e+00    4.618920e+00    0.000000e+00    1.625433e+00
  4.820000e+00    4.636660e+00    0.000000e+00    1.634668e+00
  4.840000e+00    4.654382e+00    0.000000e+00    1.643939e+00
  4.860000e+00    4.672084e+00    0.000000e+00    1.653246e+00
  4.880000e+00    4.689769e+00    0.000000e+00    1.662588e+00
  4.900000e+00    4.707434e+00    0.000000e+00    1.671965e+00
  4.920000e+00    4.725081e+00    0.000000e+00    1.681377e+00
  4.940000e+00    4.742708e+00    0.000000e+00    1.690825e+00
  4.960000e+00    4.760317e+00    0.000000e+00    1.700308e+00
  4.980000e+00    4.777907e+00    0.000000e+00    1.709826e+00
  5.000000e+00    4.795478e+00    0.000000e+00    1.719380e+00
  5.020000e+00    4.813030e+00    0.000000e+00    1.728968e+00
  5.040000e+00    4.830562e+00    0.000000e+00    1.738592e+00
  5.060000e+00    4.848075e+00    0.000000e+00    1.748250e+00
  5.080000e+00    4.865569e+00    0.000000e+00    1.757944e+00
  5.100000e+00    4.883043e+00    0.000000e+00    1.767673e+00
  5.120000e+00    4.900498e+00    0.000000e+00    1.777436e+00
  5.140000e+00    4.917934e+00    0.000000e+00    1.787235e+00
  5.160000e+00    4.935349e+00    0.000000e+00    1.797068e+00
  5.180000e+00    4.952745e+00    0.000000e+00    1.806936e+00
  5.200000e+00    4.970122e+00    0.000000e+00    1.816839e+00
  5.220000e+00    4.987478e+00    0.000000e+00    1.826777e+00
  5.240000e+00    5.004814e+00    0.000000e+00    1.836749e+00
  5.260000e+00    5.022131e+00    0.000000e+00    1.846756e+00
  5.280000e+00    5.039427e+00    0.000000e+00    1.856797e+00
  5.300000e+00    5.056704e+00    0.000000e+00    1.866874e+00
  5.320000e+00    5.073960e+00    0.000000e+00    1.876984e+00
  5.340000e+00    5.091196e+00    0.000000e+00    1.887129e+00
  5.360000e+00    5.108411e+00    0.000000e+00    1.897309e+00
  5.380000e+00    5.125606e+00    0.000000e+00    1.907523e+00
