arc_length_s   gamma_x(s)    gamma_y(s)   gamma_z(s)
9.520e-01      1.948e-01     2.280e-01    9.920e-01
9.540e-01      1.914e-01     2.310e-01    9.940e-01
9.560e-01      1.879e-01     2.330e-01    9.960e-01
9.580e-01      1.844e-01     2.360e-01    9.980e-01
9.600e-01      1.808e-01     2.390e-01    1.000e-00
9.620e-01      1.772e-01     2.420e-01    1.002e-00
9.640e-01      1.735e-01     2.440e-01    1.004e-00
9.660e-01      1.698e-01     2.470e-01    1.006e-00
9.680e-01      1.661e-01     2.490e-01    1.008e-00
9.700e-01      1.623e-01     2.520e-01    1.010e-00
9.720e-01      1.585e-01     2.540e-01    1.012e-00
9.740e-01      1.547e-01     2.570e-01    1.014e-00
9.760e-01      1.508e-01     2.590e-01    1.016e-00
9.780e-01      1.469e-01     2.610e-01    1.018e-00
9.800e-01      1.429e-01     2.630e-01    1.020e-00
9.820e-01      1.390e-01     2.650e-01    1.022e-00
9.840e-01      1.350e-01     2.670e-01    1.024e-00
9.860e-01      1.309e-01     2.690e-01    1.026e-00
9.880e-01      1.268e-01     2.710e-01    1.028e-00
9.900e-01      1.228e-01     2.730e-01    1.030e-00
9.920e-01      1.186e-01     2.750e-01    1.032e-00
9.940e-01      1.145e-01     2.770e-01    1.034e-00
9.960e-01      1.103e-01     2.790e-01    1.036e-00
9.980e-01      1.061e-01     2.800e-01    1.038e-00
1.000e-00      1.019e-01     2.820e-01    1.040e-00
1.002e-00      9.760e-02     2.830e-01    1.042e-00
1.004e-00      9.340e-02     2.850e-01    1.044e-00
1.006e-00      8.910e-02     2.860e-01    1.046e-00
1.008e-00      8.480e-02     2.870e-01    1.048e-00
1.010e-00      8.040e-02     2.890e-01    1.050e-00
1.012e-00      7.610e-02     2.900e-01    1.052e-00
1.014e-00      7.170e-02     2.910e-01    1.054e-00
1.016e-00      6.730e-02     2.920e-01    1.056e-00
1.018e-00      6.290e-02     2.930e-01    1.058e-00
1.020e-00      5.850e-02     2.940e-01    1.060e-00
1.022e-00      5.410e-02     2.950e-01    1.062e-00
1.024e-00      4.970e-02     2.950e-01    1.064e-00
1.026e-00      4.520e-02     2.960e-01    1.066e-00
1.028e-00      4.080e-02     2.970e-01    1.068e-00
1.030e-00      3.630e-02     2.970e-01    1.070e-00
1.032e-00      3.180e-02     2.980e-01    1.072e-00
1.034e-00      2.730e-02     2.980e-01    1.074e-00
1.036e-00      2.280e-02     2.990e-01    1.076e-00
1.038e-00      1.830e-02     2.990e-01    1.078e-00
1.040e-00      1.380e-02     2.990e-01    1.080e-00
1.042e-00      9.300e-03     2.990e-01    1.082e-00
1.044e-00      4.800e-03     3.000e-01    1.084e-00
1.046e-00      3.000e-04     3.000e-01    1.086e-00
1.048e-00      -4.200e-03    3.000e-01    1.088e-00
1.050e-00      -8.700e-03    2.990e-01    1.090e-00
1.052e-00      -1.320e-02    2.990e-01    1.092e-00
1.054e-00      -1.770e-02    2.990e-01    1.094e-00
1.056e-00      -2.220e-02    2.990e-01    1.096e-00
1.058e-00      -2.670e-02    2.980e-01    1.098e-00
1.060e-00      -3.110e-02    2.980e-01    1.100e-00
1.062e-00      -3.560e-02    2.970e-01    1.102e-00
1.064e-00      -4.010e-02    2.970e-01    1.104e-00
1.066e-00      -4.450e-02    2.960e-01    1.106e-00
1.068e-00      -4.900e-02    2.960e-01    1.108e-00
1.070e-00      -5.340e-02    2.950e-01    1.110e-00
1.072e-00      -5.790e-02    2.940e-01    1.112e-00
1.074e-00      -6.230e-02    2.930e-01    1.114e-00
1.076e-00      -6.670e-02    2.920e-01    1.116e-00
1.078e-00      -7.110e-02    2.910e-01    1.118e-00
1.080e-00      -7.540e-02    2.900e-01    1.120e-00
1.082e-00      -7.980e-02    2.890e-01    1.122e-00
1.084e-00      -8.410e-02    2.880e-01    1.124e-00
1.086e-00      -8.840e-02    2.860e-01    1.126e-00
1.088e-00      -9.270e-02    2.850e-01    1.128e-00
1.090e-00      -9.700e-02    2.830e-01    1.130e-00
1.092e-00      -1.012e-01    2.820e-01    1.132e-00
1.094e-00      -1.055e-01    2.800e-01    1.134e-00
1.096e-00      -1.097e-01    2.790e-01    1.136e-00
1.098e-00      -1.139e-01    2.770e-01    1.138e-00
1.100e-00      -1.180e-01    2.750e-01    1.140e-00
1.102e-00      -1.221e-01    2.740e-01    1.142e-00
1.104e-00      -1.262e-01    2.720e-01    1.144e-00
1.106e-00      -1.303e-01    2.700e-01    1.146e-00
1.108e-00      -1.343e-01    2.680e-01    1.148e-00
1.110e-00      -1.384e-01    2.660e-01    1.150e-00
1.112e-00      -1.423e-01    2.640e-01    1.152e-00
1.114e-00      -1.463e-01    2.610e-01    1.154e-00
1.116e-00      -1.502e-01    2.590e-01    1.156e-00
1.118e-00      -1.541e-01    2.570e-01    1.158e-00
1.120e-00      -1.579e-01    2.550e-01    1.160e-00
1.122e-00      -1.617e-01    2.520e-01    1.162e-00
1.124e-00      -1.655e-01    2.500e-01    1.164e-00
1.126e-00      -1.693e-01    2.470e-01    1.166e-00
1.128e-00      -1.730e-01    2.450e-01    1.168e-00
1.130e-00      -1.766e-01    2.420e-01    1.170e-00
1.132e-00      -1.802e-01    2.390e-01    1.172e-00
1.134e-00      -1.838e-01    2.370e-01    1.174e-00
1.136e-00      -1.874e-01    2.340e-01    1.176e-00
1.138e-00      -1.909e-01    2.310e-01    1.178e-00
1.140e-00      -1.943e-01    2.280e-01    1.180e-00
1.142e-00      -1.977e-01    2.250e-01    1.182e-00
1.144e-00      -2.011e-01    2.220e-01    1.184e-00
1.146e-00      -2.044e-01    2.190e-01    1.186e-00
1.148e-00      -2.077e-01    2.160e-01    1.188e-00
1.150e-00      -2.109e-01    2.130e-01    1.190e-00
1.152e-00      -2.141e-01    2.100e-01    1.192e-00
1.154e-00      -2.172e-01    2.060e-01    1.194e-00
1.156e-00      -2.203e-01    2.030e-01    1.196e-00
1.158e-00      -2.233e-01    2.000e-01    1.198e-00
1.160e-00      -2.263e-01    1.960e-01    1.200e-00
1.162e-00      -2.292e-01    1.930e-01    1.202e-00
1.164e-00      -2.321e-01    1.900e-01    1.204e-00
1.166e-00      -2.350e-01    1.860e-01    1.206e-00
1.168e-00      -2.377e-01    1.830e-01    1.208e-00
1.170e-00      -2.405e-01    1.790e-01    1.210e-00
1.172e-00      -2.431e-01    1.750e-01    1.212e-00
1.174e-00      -2.457e-01    1.720e-01    1.214e-00
1.176e-00      -2.483e-01    1.680e-01    1.216e-00
1.178e-00      -2.508e-01    1.640e-01    1.218e-00
1.180e-00      -2.532e-01    1.600e-01    1.220e-00
1.182e-00      -2.556e-01    1.570e-01    1.222e-00
1.184e-00      -2.579e-01    1.530e-01    1.224e-00
1.186e-00      -2.602e-01    1.490e-01    1.226e-00
1.188e-00      -2.624e-01    1.450e-01    1.228e-00
1.190e-00      -2.646e-01    1.410e-01    1.230e-00
1.192e-00      -2.667e-01    1.370e-01    1.232e-00
1.194e-00      -2.687e-01    1.330e-01    1.234e-00
1.196e-00      -2.707e-01    1.290e-01    1.236e-00
1.198e-00      -2.726e-01    1.250e-01    1.238e-00
1.200e-00      -2.744e-01    1.210e-01    1.240e-00
1.202e-00      -2.762e-01    1.170e-01    1.242e-00
1.204e-00      -2.780e-01    1.120e-01    1.244e-00
1.206e-00      -2.796e-01    1.080e-01    1.246e-00
1.208e-00      -2.812e-01    1.040e-01    1.248e-00
1.210e-00      -2.828e-01    1.000e-01    1.250e-00
1.212e-00      -2.842e-01    9.600e-02    1.252e-00
1.214e-00      -2.856e-01    9.170e-02    1.254e-00
1.216e-00      -2.870e-01    8.740e-02    1.256e-00
1.218e-00      -2.883e-01    8.310e-02    1.258e-00
1.220e-00      -2.895e-01    7.880e-02    1.260e-00
1.222e-00      -2.906e-01    7.440e-02    1.262e-00
1.224e-00      -2.917e-01    7.000e-02    1.264e-00
1.226e-00      -2.927e-01    6.560e-02    1.266e-00
1.228e-00      -2.937e-01    6.120e-02    1.268e-00
1.230e-00      -2.946e-01    5.680e-02    1.270e-00
1.232e-00      -2.954e-01    5.240e-02    1.272e-00
1.234e-00      -2.961e-01    4.790e-02    1.274e-00
1.236e-00      -2.968e-01    4.350e-02    1.276e-00
1.238e-00      -2.974e-01    3.900e-02    1.278e-00
1.240e-00      -2.980e-01    3.460e-02    1.280e-00
1.242e-00      -2.985e-01    3.010e-02    1.282e-00
1.244e-00      -2.989e-01    2.560e-02    1.284e-00
1.246e-00      -2.993e-01    2.110e-02    1.286e-00
1.248e-00      -2.995e-01    1.660e-02    1.288e-00
1.250e-00      -2.998e-01    1.210e-02    1.290e-00
1.252e-00      -2.999e-01    7.600e-03    1.292e-00
1.254e-00      -3.000e-01    3.100e-03    1.294e-00
1.256e-00      -3.000e-01   -1.400e-03    1.296e-00
1.258e-00      -2.999e-01   -5.900e-03    1.298e-00
1.260e-00      -2.998e-01   -1.040e-02    1.300e-00
1.262e-00      -2.996e-01   -1.490e-02    1.302e-00
1.264e-00      -2.994e-01   -1.940e-02    1.304e-00
1.266e-00      -2.990e-01   -2.390e-02    1.306e-00
1.268e-00      -2.987e-01   -2.840e-02    1.308e-00
1.270e-00      -2.982e-01   -3.290e-02    1.310e-00
1.272e-00      -2.977e-01   -3.730e-02    1.312e-00
1.274e-00      -2.971e-01   -4.180e-02    1.314e-00
1.276e-00      -2.964e-01   -4.630e-02    1.316e-00
1.278e-00      -2.957e-01   -5.070e-02    1.318e-00
1.280e-00      -2.949e-01   -5.510e-02    1.320e-00
1.282e-00      -2.940e-01   -5.960e-02    1.322e-00
1.284e-00      -2.931e-01   -6.400e-02    1.324e-00
1.286e-00      -2.921e-01   -6.840e-02    1.326e-00
1.288e-00      -2.910e-01   -7.270e-02    1.328e-00
1.290e-00      -2.899e-01   -7.710e-02    1.330e-00
1.292e-00      -2.887e-01   -8.140e-02    1.332e-00
1.294e-00      -2.875e-01   -8.580e-02    1.334e-00
1.296e-00      -2.862e-01   -9.010e-02    1.336e-00
1.298e-00      -2.848e-01   -9.440e-02    1.338e-00
1.300e-00      -2.833e-01   -9.860e-02    1.340e-00
1.302e-00      -2.818e-01   -1.029e-01    1.342e-00
1.304e-00      -2.802e-01   -1.071e-01    1.344e-00
1.306e-00      -2.786e-01   -1.113e-01    1.346e-00
1.308e-00      -2.769e-01   -1.155e-01    1.348e-00
1.310e-00      -2.751e-01   -1.196e-01    1.350e-00
1.312e-00      -2.733e-01   -1.237e-01    1.352e-00
1.314e-00      -2.714e-01   -1.278e-01    1.354e-00
1.316e-00      -2.695e-01   -1.319e-01    1.356e-00
1.318e-00      -2.675e-01   -1.359e-01    1.358e-00
1.320e-00      -2.654e-01   -1.399e-01    1.360e-00
1.322e-00      -2.633e-01   -1.439e-01    1.362e-00
1.324e-00      -2.611e-01   -1.478e-01    1.364e-00
1.326e-00      -2.588e-01   -1.517e-01    1.366e-00
1.328e-00      -2.565e-01   -1.556e-01    1.368e-00
1.330e-00      -2.541e-01   -1.594e-01    1.370e-00
1.332e-00      -2.517e-01   -1.632e-01    1.372e-00
1.334e-00      -2.492e-01   -1.670e-01    1.374e-00
1.336e-00      -2.467e-01   -1.707e-01    1.376e-00
1.338e-00      -2.441e-01   -1.744e-01    1.378e-00
1.340e-00      -2.415e-01   -1.780e-01    1.380e-00
1.342e-00      -2.388e-01   -1.816e-01    1.382e-00
1.344e-00      -2.360e-01   -1.852e-01    1.384e-00
1.346e-00      -2.332e-01   -1.887e-01    1.386e-00
1.348e-00      -2.304e-01   -1.922e-01    1.388e-00
1.350e-00      -2.274e-01   -1.956e-01    1.390e-00
1.352e-00      -2.245e-01   -1.990e-01    1.392e-00
1.354e-00      -2.215e-01   -2.024e-01    1.394e-00
1.356e-00      -2.184e-01   -2.057e-01    1.396e-00
1.358e-00      -2.153e-01   -2.089e-01    1.398e-00
1.360e-00      -2.121e-01   -2.121e-01    1.400e-00
1.362e-00      -2.089e-01   -2.153e-01    1.402e-00
1.364e-00      -2.057e-01   -2.184e-01    1.404e-00
1.366e-00      -2.024e-01   -2.215e-01    1.406e-00
1.368e-00      -1.990e-01   -2.245e-01    1.408e-00
1.370e-00      -1.956e-01   -2.275e-01    1.410e-00
1.372e-00      -1.922e-01   -2.304e-01    1.412e-00
1.374e-00      -1.887e-01   -2.332e-01    1.414e-00
1.376e-00      -1.852e-01   -2.360e-01    1.416e-00
1.378e-00      -1.816e-01   -2.388e-01    1.418e-00
1.380e-00      -1.780e-01   -2.415e-01    1.420e-00
1.382e-00      -1.744e-01   -2.441e-01    1.422e-00
1.384e-00      -1.707e-01   -2.467e-01    1.424e-00
1.386e-00      -1.670e-01   -2.493e-01    1.426e-00
1.388e-00      -1.632e-01   -2.517e-01    1.428e-00
1.390e-00      -1.594e-01   -2.542e-01    1.430e-00
1.392e-00      -1.556e-01   -2.565e-01    1.432e-00
1.394e-00      -1.517e-01   -2.588e-01    1.434e-00
1.396e-00      -1.478e-01   -2.611e-01    1.436e-00
1.398e-00      -1.438e-01   -2.633e-01    1.438e-00
1.400e-00      -1.399e-01   -2.654e-01    1.440e-00
1.402e-00      -1.359e-01   -2.675e-01    1.442e-00
1.404e-00      -1.318e-01   -2.695e-01    1.444e-00
1.406e-00      -1.278e-01   -2.714e-01    1.446e-00
1.408e-00      -1.237e-01   -2.733e-01    1.448e-00
1.410e-00      -1.196e-01   -2.751e-01    1.450e-00
1.412e-00      -1.154e-01   -2.769e-01    1.452e-00
1.414e-00      -1.113e-01   -2.786e-01    1.454e-00
1.416e-00      -1.071e-01   -2.802e-01    1.456e-00
1.418e-00      -1.028e-01   -2.818e-01    1.458e-00
1.420e-00      -9.860e-02   -2.833e-01    1.460e-00
1.422e-00      -9.430e-02   -2.848e-01    1.462e-00
1.424e-00      -9.010e-02   -2.862e-01    1.464e-00
1.426e-00      -8.570e-02   -2.875e-01    1.466e-00
1.428e-00      -8.140e-02   -2.887e-01    1.468e-00
1.430e-00      -7.710e-02   -2.899e-01    1.470e-00
1.432e-00      -7.270e-02   -2.911e-01    1.472e-00
1.434e-00      -6.830e-02   -2.921e-01    1.474e-00
1.436e-00      -6.390e-02   -2.931e-01    1.476e-00
1.438e-00      -5.950e-02   -2.940e-01    1.478e-00
1.440e-00      -5.510e-02   -2.949e-01    1.480e-00
1.442e-00      -5.070e-02   -2.957e-01    1.482e-00
1.444e-00      -4.620e-02   -2.964e-01    1.484e-00
1.446e-00      -4.180e-02   -2.971e-01    1.486e-00
1.448e-00      -3.730e-02   -2.977e-01    1.488e-00
1.450e-00      -3.280e-02   -2.982e-01    1.490e-00
1.452e-00      -2.840e-02   -2.987e-01    1.492e-00
1.454e-00      -2.390e-02   -2.990e-01    1.494e-00
1.456e-00      -1.940e-02   -2.994e-01    1.496e-00
1.458e-00      -1.490e-02   -2.996e-01    1.498e-00
1.460e-00      -1.040e-02   -2.998e-01    1.500e-00
1.462e-00      -5.900e-03   -2.999e-01    1.502e-00
1.464e-00      -1.400e-03   -3.000e-01    1.504e-00
1.466e-00      3.100e-03    -3.000e-01    1.506e-00
1.468e-00      7.600e-03    -2.999e-01    1.508e-00
1.470e-00      1.210e-02    -2.998e-01    1.510e-00
1.472e-00      1.660e-02    -2.995e-01    1.512e-00
1.474e-00      2.110e-02    -2.993e-01    1.514e-00
1.476e-00      2.560e-02    -2.989e-01    1.516e-00
1.478e-00      3.010e-02    -2.985e-01    1.518e-00
1.480e-00      3.460e-02    -2.980e-01    1.520e-00
1.482e-00      3.910e-02    -2.974e-01    1.522e-00
1.484e-00      4.350e-02    -2.968e-01    1.524e-00
1.486e-00      4.800e-02    -2.961e-01    1.526e-00
1.488e-00      5.240e-02    -2.954e-01    1.528e-00
1.490e-00      5.680e-02    -2.946e-01    1.530e-00
1.492e-00      6.130e-02    -2.937e-01    1.532e-00
1.494e-00      6.570e-02    -2.927e-01    1.534e-00
1.496e-00      7.000e-02    -2.917e-01    1.536e-00
1.498e-00      7.440e-02    -2.906e-01    1.538e-00
1.500e-00      7.880e-02    -2.895e-01    1.540e-00
1.502e-00      8.310e-02    -2.883e-01    1.542e-00
1.504e-00      8.740e-02    -2.870e-01    1.544e-00
1.506e-00      9.170e-02    -2.856e-01    1.546e-00
1.508e-00      9.600e-02    -2.842e-01    1.548e-00
1.510e-00      1.003e-01    -2.828e-01    1.550e-00
1.512e-00      1.045e-01    -2.812e-01    1.552e-00
1.514e-00      1.087e-01    -2.796e-01    1.554e-00
1.516e-00      1.129e-01    -2.779e-01    1.556e-00
1.518e-00      1.171e-01    -2.762e-01    1.558e-00
1.520e-00      1.212e-01    -2.744e-01    1.560e-00
1.522e-00      1.253e-01    -2.726e-01    1.562e-00
1.524e-00      1.294e-01    -2.707e-01    1.564e-00
1.526e-00      1.334e-01    -2.687e-01    1.566e-00
1.528e-00      1.374e-01    -2.667e-01    1.568e-00
1.530e-00      1.414e-01    -2.646e-01    1.570e-00
1.532e-00      1.454e-01    -2.624e-01    1.572e-00
1.534e-00      1.493e-01    -2.602e-01    1.574e-00
1.536e-00      1.532e-01    -2.579e-01    1.576e-00
1.538e-00      1.571e-01    -2.556e-01    1.578e-00
1.540e-00      1.609e-01    -2.532e-01    1.580e-00
1.542e-00      1.647e-01    -2.508e-01    1.582e-00
1.544e-00      1.684e-01    -2.483e-01    1.584e-00
1.546e-00      1.721e-01    -2.457e-01    1.586e-00
1.548e-00      1.758e-01    -2.431e-01    1.588e-00
1.550e-00      1.794e-01    -2.404e-01    1.590e-00
1.552e-00      1.830e-01    -2.377e-01    1.592e-00
1.554e-00      1.866e-01    -2.349e-01    1.594e-00
1.556e-00      1.901e-01    -2.321e-01    1.596e-00
1.558e-00      1.935e-01    -2.292e-01    1.598e-00
1.560e-00      1.969e-01    -2.263e-01    1.600e-00
1.562e-00      2.003e-01    -2.233e-01    1.602e-00
1.564e-00      2.036e-01    -2.203e-01    1.604e-00
1.566e-00      2.069e-01    -2.172e-01    1.606e-00
1.568e-00      2.102e-01    -2.141e-01    1.608e-00
1.570e-00      2.134e-01    -2.109e-01    1.610e-00
1.572e-00      2.165e-01    -2.077e-01    1.612e-00
1.574e-00      2.196e-01    -2.044e-01    1.614e-00
1.576e-00      2.226e-01    -2.011e-01    1.616e-00
1.578e-00      2.256e-01    -1.977e-01    1.618e-00
1.580e-00      2.286e-01    -1.943e-01    1.620e-00
1.582e-00      2.315e-01    -1.908e-01    1.622e-00
1.584e-00      2.343e-01    -1.873e-01    1.624e-00
1.586e-00      2.371e-01    -1.838e-01    1.626e-00
1.588e-00      2.398e-01    -1.802e-01    1.628e-00
1.590e-00      2.425e-01    -1.766e-01    1.630e-00
1.592e-00      2.451e-01    -1.729e-01    1.632e-00
1.594e-00      2.477e-01    -1.692e-01    1.634e-00
1.596e-00      2.502e-01    -1.655e-01    1.636e-00
1.598e-00      2.527e-01    -1.617e-01    1.638e-00
1.600e-00      2.551e-01    -1.579e-01    1.640e-00
1.602e-00      2.574e-01    -1.541e-01    1.642e-00
1.604e-00      2.597e-01    -1.502e-01    1.644e-00
1.606e-00      2.619e-01    -1.463e-01    1.646e-00
1.608e-00      2.641e-01    -1.423e-01    1.648e-00
1.610e-00      2.662e-01    -1.383e-01    1.650e-00
1.612e-00      2.682e-01    -1.343e-01    1.652e-00
1.614e-00      2.702e-01    -1.303e-01    1.654e-00
1.616e-00      2.722e-01    -1.262e-01    1.656e-00
1.618e-00      2.740e-01    -1.221e-01    1.658e-00
1.620e-00      2.758e-01    -1.180e-01    1.660e-00
1.622e-00      2.776e-01    -1.138e-01    1.662e-00
1.624e-00      2.792e-01    -1.097e-01    1.664e-00
1.626e-00      2.809e-01    -1.054e-01    1.666e-00
1.628e-00      2.824e-01    -1.012e-01    1.668e-00
1.630e-00      2.839e-01    -9.700e-02    1.670e-00
1.632e-00      2.853e-01    -9.270e-02    1.672e-00
1.634e-00      2.867e-01    -8.840e-02    1.674e-00
1.636e-00      2.880e-01    -8.410e-02    1.676e-00
1.638e-00      2.892e-01    -7.980e-02    1.678e-00
1.640e-00      2.904e-01    -7.540e-02    1.680e-00
1.642e-00      2.915e-01    -7.100e-02    1.682e-00
1.644e-00      2.925e-01    -6.660e-02    1.684e-00
1.646e-00      2.935e-01    -6.220e-02    1.686e-00
1.648e-00      2.944e-01    -5.780e-02    1.688e-00
1.650e-00      2.952e-01    -5.340e-02    1.690e-00
1.652e-00      2.960e-01    -4.900e-02    1.692e-00
1.654e-00      2.967e-01    -4.450e-02    1.694e-00
1.656e-00      2.973e-01    -4.010e-02    1.696e-00
1.658e-00      2.979e-01    -3.560e-02    1.698e-00
1.660e-00      2.984e-01    -3.110e-02    1.700e-00
1.662e-00      2.988e-01    -2.660e-02    1.702e-00
1.664e-00      2.992e-01    -2.210e-02    1.704e-00
1.666e-00      2.995e-01    -1.760e-02    1.706e-00
1.668e-00      2.997e-01    -1.320e-02    1.708e-00
1.670e-00      2.999e-01    -8.600e-03    1.710e-00
1.672e-00      3.000e-01    -4.100e-03    1.712e-00
1.674e-00      3.000e-01     4.000e-04    1.714e-00
1.676e-00      3.000e-01     4.900e-03    1.716e-00
1.678e-00      2.999e-01     9.400e-03    1.718e-00
1.680e-00      2.997e-01     1.390e-02    1.720e-00
1.682e-00      2.994e-01     1.840e-02    1.722e-00
1.684e-00      2.991e-01     2.290e-02    1.724e-00
1.686e-00      2.988e-01     2.730e-02    1.726e-00
1.688e-00      2.983e-01     3.180e-02    1.728e-00
1.690e-00      2.978e-01     3.630e-02    1.730e-00
1.692e-00      2.972e-01     4.080e-02    1.732e-00
1.694e-00      2.966e-01     4.520e-02    1.734e-00
1.696e-00      2.959e-01     4.970e-02    1.736e-00
1.698e-00      2.951e-01     5.410e-02    1.738e-00
1.700e-00      2.942e-01     5.850e-02    1.740e-00
1.702e-00      2.933e-01     6.300e-02    1.742e-00
1.704e-00      2.923e-01     6.730e-02    1.744e-00
1.706e-00      2.913e-01     7.170e-02    1.746e-00
1.708e-00      2.902e-01     7.610e-02    1.748e-00
1.710e-00      2.890e-01     8.040e-02    1.750e-00
1.712e-00      2.878e-01     8.480e-02    1.752e-00
1.714e-00      2.865e-01     8.910e-02    1.754e-00
1.716e-00      2.851e-01     9.340e-02    1.756e-00
1.718e-00      2.837e-01     9.760e-02    1.758e-00
1.720e-00      2.822e-01     1.019e-01    1.760e-00
1.722e-00      2.806e-01     1.061e-01    1.762e-00
1.724e-00      2.790e-01     1.103e-01    1.764e-00
1.726e-00      2.773e-01     1.145e-01    1.766e-00
1.728e-00      2.755e-01     1.186e-01    1.768e-00
1.730e-00      2.737e-01     1.228e-01    1.770e-00
1.732e-00      2.719e-01     1.269e-01    1.772e-00
1.734e-00      2.699e-01     1.309e-01    1.774e-00
1.736e-00      2.679e-01     1.350e-01    1.776e-00
1.738e-00      2.659e-01     1.390e-01    1.778e-00
1.740e-00      2.637e-01     1.430e-01    1.780e-00
1.742e-00      2.616e-01     1.469e-01    1.782e-00
1.744e-00      2.593e-01     1.508e-01    1.784e-00
1.746e-00      2.570e-01     1.547e-01    1.786e-00
1.748e-00      2.547e-01     1.585e-01    1.788e-00
1.750e-00      2.523e-01     1.623e-01    1.790e-00
1.752e-00      2.498e-01     1.661e-01    1.792e-00
1.754e-00      2.473e-01     1.698e-01    1.794e-00
1.756e-00      2.447e-01     1.735e-01    1.796e-00
1.758e-00      2.421e-01     1.772e-01    1.798e-00
1.760e-00      2.394e-01     1.808e-01    1.800e-00
1.762e-00      2.367e-01     1.844e-01    1.802e-00
1.764e-00      2.339e-01     1.879e-01    1.804e-00
1.766e-00      2.310e-01     1.914e-01    1.806e-00
1.768e-00      2.281e-01     1.948e-01    1.808e-00
1.770e-00      2.252e-01     1.982e-01    1.810e-00
1.772e-00      2.222e-01     2.016e-01    1.812e-00
1.774e-00      2.191e-01     2.049e-01    1.814e-00
1.776e-00      2.160e-01     2.082e-01    1.816e-00
1.778e-00      2.129e-01     2.114e-01    1.818e-00
1.780e-00      2.097e-01     2.146e-01    1.820e-00
1.782e-00      2.064e-01     2.177e-01    1.822e-00
1.784e-00      2.031e-01     2.208e-01    1.824e-00
1.786e-00      1.998e-01     2.238e-01    1.826e-00
1.788e-00      1.964e-01     2.268e-01    1.828e-00
1.790e-00      1.930e-01     2.297e-01    1.830e-00
1.792e-00      1.895e-01     2.326e-01    1.832e-00
1.794e-00      1.860e-01     2.354e-01    1.834e-00
1.796e-00      1.824e-01     2.382e-01    1.836e-00
1.798e-00      1.788e-01     2.409e-01    1.838e-00
1.800e-00      1.752e-01     2.435e-01    1.840e-00
1.802e-00      1.715e-01     2.461e-01    1.842e-00
1.804e-00      1.678e-01     2.487e-01    1.844e-00
1.806e-00      1.641e-01     2.512e-01    1.846e-00
1.808e-00      1.603e-01     2.536e-01    1.848e-00
1.810e-00      1.564e-01     2.560e-01    1.850e-00
1.812e-00      1.526e-01     2.583e-01    1.852e-00
1.814e-00      1.487e-01     2.606e-01    1.854e-00
1.816e-00      1.448e-01     2.628e-01    1.856e-00
1.818e-00      1.408e-01     2.649e-01    1.858e-00
1.820e-00      1.368e-01     2.670e-01    1.860e-00
1.822e-00      1.328e-01     2.690e-01    1.862e-00
1.824e-00      1.287e-01     2.710e-01    1.864e-00
1.826e-00      1.246e-01     2.729e-01    1.866e-00
1.828e-00      1.205e-01     2.747e-01    1.868e-00
1.830e-00      1.164e-01     2.765e-01    1.870e-00
1.832e-00      1.122e-01     2.782e-01    1.872e-00
1.834e-00      1.080e-01     2.799e-01    1.874e-00
1.836e-00      1.038e-01     2.815e-01    1.876e-00
1.838e-00      9.960e-02     2.830e-01    1.878e-00
1.840e-00      9.530e-02     2.845e-01    1.880e-00
1.842e-00      9.100e-02     2.859e-01    1.882e-00
1.844e-00      8.670e-02     2.872e-01    1.884e-00
1.846e-00      8.240e-02     2.885e-01    1.886e-00
1.848e-00      7.810e-02     2.897e-01    1.888e-00
1.850e-00      7.370e-02     2.908e-01    1.890e-00
1.852e-00      6.930e-02     2.919e-01    1.892e-00
1.854e-00      6.500e-02     2.929e-01    1.894e-00
1.856e-00      6.060e-02     2.938e-01    1.896e-00
1.858e-00      5.610e-02     2.947e-01    1.898e-00
1.860e-00      5.170e-02     2.955e-01    1.900e-00
1.862e-00      4.730e-02     2.963e-01    1.902e-00
1.864e-00      4.280e-02     2.969e-01    1.904e-00
1.866e-00      3.830e-02     2.975e-01    1.906e-00
1.868e-00      3.390e-02     2.981e-01    1.908e-00
1.870e-00      2.940e-02     2.986e-01    1.910e-00
1.872e-00      2.490e-02     2.990e-01    1.912e-00
1.874e-00      2.040e-02     2.993e-01    1.914e-00
1.876e-00      1.590e-02     2.996e-01    1.916e-00
1.878e-00      1.140e-02     2.998e-01    1.918e-00
1.880e-00      6.900e-02     2.999e-01    1.920e-00
1.882e-00      2.400e-02     3.000e-01    1.922e-00
1.884e-00      -2.100e-03    3.000e-01    1.924e-00
1.886e-00      -6.600e-03    2.999e-01    1.926e-00
1.888e-00      -1.110e-02    2.998e-01    1.928e-00
1.890e-00      -1.560e-02    2.996e-01    1.930e-00
1.892e-00      -2.010e-02    2.993e-01    1.932e-00
1.894e-00      -2.460e-02    2.990e-01    1.934e-00
1.896e-00      -2.910e-02    2.986e-01    1.936e-00
1.898e-00      -3.360e-02    2.981e-01    1.938e-00
1.900e-00      -3.800e-02    2.976e-01    1.940e-00
1.902e-00      -4.250e-02    2.970e-01    1.942e-00
1.904e-00      -4.690e-02    2.963e-01    1.944e-00
1.906e-00      -5.140e-02    2.956e-01    1.946e-00
1.908e-00      -5.580e-02    2.948e-01    1.948e-00
1.910e-00      -6.020e-02    2.939e-01    1.950e-00
1.912e-00      -6.460e-02    2.930e-01    1.952e-00
1.914e-00      -6.900e-02    2.919e-01    1.954e-00
1.916e-00      -7.340e-02    2.909e-01    1.956e-00
