   arc_length_s     gamma_x(s)      gamma_y(s)      gamma_z(s)
   1.740000e+00    1.240000e+00    0.000000e+00    5.000000e-01
   1.760000e+00    1.260000e+00    0.000000e+00    5.000000e-01
   1.780000e+00    1.280000e+00    0.000000e+00    5.000000e-01
   1.800000e+00    1.300000e+00    0.000000e+00    5.000000e-01
   1.820000e+00    1.320000e+00    0.000000e+00    5.000000e-01
   1.840000e+00    1.340000e+00    0.000000e+00    5.000000e-01
   1.860000e+00    1.360000e+00    0.000000e+00    5.000000e-01
   1.880000e+00    1.380000e+00    0.000000e+00    5.000000e-01
   1.900000e+00    1.400000e+00    0.000000e+00    5.000000e-01
   1.920000e+00    1.420000e+00    0.000000e+00    5.000000e-01
   1.940000e+00    1.440000e+00    0.000000e+00    5.000000e-01
   1.960000e+00    1.460000e+00    0.000000e+00    5.000000e-01
   1.980000e+00    1.480000e+00    0.000000e+00    5.000000e-01
   2.000000e+00    1.500000e+00    0.000000e+00    5.000000e-01
   2.020000e+00    1.520000e+00    0.000000e+00    5.000000e-01
   2.040000e+00    1.540000e+00    0.000000e+00    5.000000e-01
   2.060000e+00    1.560000e+00    0.000000e+00    5.000000e-01
   2.080000e+00    1.580000e+00    0.000000e+00    5.000000e-01
   2.100000e+00    1.600000e+00    0.000000e+00    5.000000e-01
   2.120000e+00    1.620000e+00    0.000000e+00    5.000000e-01
   2.140000e+00    1.640000e+00    0.000000e+00    5.000000e-01
   2.160000e+00    1.660000e+00    0.000000e+00    5.000000e-01
   2.180000e+00    1.680000e+00    0.000000e+00    5.000000e-01
   2.200000e+00    1.700000e+00    0.000000e+00    5.000000e-01
   2.220000e+00    1.720000e+00    0.000000e+00    5.000000e-01
   2.240000e+00    1.740000e+00    0.000000e+00    5.000000e-01
   2.260000e+00    1.760000e+00    0.000000e+00    5.000000e-01
   2.280000e+00    1.780000e+00    0.000000e+00    5.000000e-01
   2.300000e+00    1.800000e+00    0.000000e+00    5.000000e-01
   2.320000e+00    1.820000e+00    0.000000e+00    5.000000e-01
   2.340000e+00    1.840000e+00    0.000000e+00    5.000000e-01
   2.360000e+00    1.860000e+00    0.000000e+00    5.000000e-01
   2.380000e+00    1.880000e+00    0.000000e+00    5.000000e-01
   2.400000e+00    1.900000e+00    0.000000e+00    5.000000e-01
   2.420000e+00    1.920000e+00    0.000000e+00    5.000000e-01
   2.440000e+00    1.940000e+00    0.000000e+00    5.000000e-01
   2.460000e+00    1.960000e+00    0.000000e+00    5.000000e-01
   2.480000e+00    1.980000e+00    0.000000e+00    5.000000e-01
   2.500000e+00    2.000000e+00    0.000000e+00    5.000000e-01
   2.520000e+00    2.020000e+00    0.000000e+00    5.000000e-01
   2.540000e+00    2.040000e+00    0.000000e+00    5.000000e-01
   2.560000e+00    2.060000e+00    0.000000e+00    5.000000e-01
   2.580000e+00    2.080000e+00    0.000000e+00    5.000000e-01
   2.600000e+00    2.100000e+00    0.000000e+00    5.000000e-01
   2.620000e+00    2.120000e+00    0.000000e+00    5.000000e-01
   2.640000e+00    2.140000e+00    0.000000e+00    5.000000e-01
   2.660000e+00    2.160000e+00    0.000000e+00    5.000000e-01
